itemCode,name,Description,customer,Max Qty,Count,Price,Cost,MSRP,subscriptionPeriodMonths,Frequency,billingType,billingPeriodType,firstBillingPeriodType,cancelTime,renewalAction
ELA2-SECURITY-4S,ELA2-SECURITY-4S,Cisco Security ELA 2.0 Bundle for 4 Suites,Broker,4,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C93002-G-P,E2N-C93002-G-P,C9300 48-port CISCO DNA EA Premier New Purchase,Broker,4,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PKTD-BRUM-SAAS- NC,PKTD-BRUM-SAAS- NC,AppDynamics RUM Peak (Test & Dev) Edition - Browse,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CJNPC-O,A-FLEX-CJNPC-O,Webex Contact Center,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ENB-RPD-START PLUS,ENB-RPD-START PLUS,Rapid Start - SaaS Plus,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PK-APM-SAAS- NC,PK-APM-SAAS- NC,AppDynamics Peak Edition - APM Any Language - SaaS,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-TGPT-5Y-S2-K9,E2SC-TGPT-5Y-S2-K9,ELA 2 TG Private Tagging 10 A/C 1500 files per day,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-FPR2130T-TMC=,L-FPR2130T-TMC=,"Cisco FPR2130 Threat Defense Threat, Malware and U",Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
HXDP-M5-E-AD,HXDP-M5-E-AD,HyperFlex Data Platform M5 Edge Advantage,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-NWCLDA,E3-SEC-NWCLDA,Security EA 3.0 Cisco Secure Network & Cloud Analy,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PRO-SAM- ONPR,PRO-SAM- ONPR,AppDynamics Pro Edition - Service Availability Mon,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-DUO-ESS,E2F-SEC-DUO-ESS,Cisco EA 2.0 Choice-Duo Essentials edition (formerly MFA),Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ST-CL-SUB,ST-CL-SUB,Cisco Stealthwatch Cloud XaaS Subscription,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-EP-ESS,E3-SEC-EP-ESS,Security EA 3.0 Cisco Secure Endpoint Essentials,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-DUO-SUP-S,SVS-DUO-SUP-S,24x7 Solution Support service for Duo,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-SFW-T2NP,E3-CX-SFW-T2NP,SVCS Portfolio T2 24x7x4 Secure Firewall Support,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-ISEAPX-5YR5K,E2SC-ISEAPX-5YR5K,ELA 2 ISE 5 yr 5K Endpoint Apex  License,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-TG-5Y-S2-K9,E2SC-TG-5Y-S2-K9,ELA 2 Threat Grid 10 A/C and 1500 Daily Submission,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
FL-1100-4P-HSEC-L,FL-1100-4P-HSEC-L,IPSEC HSEC LICENSE FOR CISCO ISR 1100 4P,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-DNA-C8300,L-DNA-C8300,Cisco DNA Subscription for Catalyst 8300 Series,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-CTIR-EA2,SVS-CTIR-EA2,Service Contract for CTIR EA Security Choice 2.0,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MS-200-M-E,LIC-MS-200-M-E,Meraki MS200 Medium Essentials Subscription LIC an,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PRO-DB-SAAS- NC,PRO-DB-SAAS- NC,AppDynamics Pro Edition - Database Visibility - Sa,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-ST-CL-SUPT-BAS,SVS-ST-CL-SUPT-BAS,Basic Support for Stealthwatch Cloud,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-MRSM,E3-N-MRSM,Meraki - Systems Manager - Requested Start Date : ,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PRO-BRUM-SAAS- NC,PRO-BRUM-SAAS- NC,AppDynamics Pro Edition - Browser Real User Monito,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MS-200-L-E,LIC-MS-200-L-E,Meraki MS200 Large Essentials Subscription LIC and,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-PSTL1-T0-A3Y,SVS-PSTL1-T0-A3Y,"Success Track L1  - DNA Advantage OnPrem Lic, T0, ",Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-UMBDNSA-SVS1,E3-UMBDNSA-SVS1,Cisco Services Portfolio: Umbrella DNS Advantage T,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C83-1N1S-6T-PF,C83-1N1S-6T-PF,C8300-1N1S-6T Platform Selection for DNA Subscript,Broker,3,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-FMS-5Y-MON-100,SVS-FMS-5Y-MON-100,5 year TS for Cisco FM10000 Gateway / Initial Term,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
MA-PWR-30W-US,MA-PWR-30W-US,LEGACY MERAKI AC ADAPTER FOR MR WL ACCESS POINTS U,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-EP-ADV-SVS2,E3-EP-ADV-SVS2,Cisco Services Portfolio: Secure Endpoints Advanta,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS350-24X,E3N-MS350-24X,Meraki MS350-24X Enterprise Agreement,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CLOUDLOCK-SUB,CLOUDLOCK-SUB,Cloudlock CASB Security Subscription,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C95006-G-A,E2N-C95006-G-A,C9500 CISCO DNA EA Advantage 24Y4C New Purchase,Broker,3,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX-L-E,E3N-MX-L-E,Meraki MX Large Essentials EA 3.0 LIC and Support,Broker,3,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-AS-SVS-T1,E3-AS-SVS-T1,Cisco Services Portfolio: DNA Switching T1,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-DUOA-T1SSA,E3-CX-DUOA-T1SSA,SVCS Portfolio T1 Duo Adv SW Soln Supt Service,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS410-16,E3N-MS410-16,Meraki MS410-16 Enterprise Agreement,Broker,3,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SD-SVS-FC-IOSXR,SD-SVS-FC-IOSXR,Flexible Consumption IOSXR,Broker,3,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-UMBSIGA,E3-SEC-UMBSIGA,Security EA 3.0 Umbrella Secure Internet Gateway A,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-CHAN-U-FB-MSGR,A-CHAN-U-FB-MSGR,Facebook Messenger Channel Usage,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNAS-1Y,DNAS-1Y,Cisco DNA Spaces location platform offered as a Xa,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
HXDP-M5-SW-SUITE,HXDP-M5-SW-SUITE,Cisco HyperFlex M5 Data Platform Software Suite,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-CDO-UMB-5Y,E2SC-CDO-UMB-5Y,ELA 2 Defense Orchestrator for Umbrella - 5yr,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-UMBA-T1SSA,E3-CX-UMBA-T1SSA,SVCS Portfolio T1 Umbrella DNS ADV SW Solution Sup,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-THGRD,E2F-SEC-THGRD,Cisco EA 2.0 Choice - Security Suites- Threat Grid,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C82L-1N-4T-PF,C82L-1N-4T-PF,C8200L-1N-4T Platform Selection for DNA Subscripti,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3S-NWCLD-B,SVS-E3S-NWCLD-B,Basic Software Support for Secure Network & Cloud ,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNA-HSEC-UPGD,DNA-HSEC-UPGD,U.S. Export Restriction Compliance license for all,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-ISEPLS-5YR5K,E2SC-ISEPLS-5YR5K,ELA 2 ISE 5-Yr 5K Endpoint Plus License,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ST-T1SWT,E3-CX-ST-T1SWT,SVCS Portfolio Success Track L1 ST SW Switching Su,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-DUO-ADV-SVS1,E3-DUO-ADV-SVS1,SVCS Portfolio T1 Duo Adv SW Soln Supt Service - R,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-IE4010H-A,E3N-IE4010H-A,IE 4010 CISCO DNA EA Advantage,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-ONP-DEM,APPD-ONP-DEM,AppD On-Prem DEM Products,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-AVPSAAS-K9,APPD-AVPSAAS-K9,AppDynamics Application Visibility Pack Requested ,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CA-DEV-SP,A-FLEX-CA-DEV-SP,Webex Calling SP Workspace for CA Entitlement for ,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ST-T1NBD,E3-CX-ST-T1NBD,SVCS Portfolio Success Track L1 8x5xNBD Switching ,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C83-1N1S-4T2X-PF,C83-1N1S-4T2X-PF,C8300-1N1S-4T2X Platform Selection for DNA Subscription,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS-400-L-E,E3N-MS-400-L-E,Meraki MS400 Large Essentials EA 3.0 LIC and Suppo,Broker,3,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-UMBSIGA-SVS2,E3-UMBSIGA-SVS2,Cisco Services Portfolio: Umbrella SIG Advantage T,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-06-12.5-K9,A-FLEX-06-12.5-K9,VVB Security Enabled Media Kit v12.5,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C9200L2-G-A,E2N-C9200L2-G-A,C9200L 48-port CISCO DNA EA Advantage New Purchase,Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-FPR2130T-TMC-1Y,L-FPR2130T-TMC-1Y,"Cisco FPR2130 Threat Defense Threat, Malware and U",Broker,3,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PK-APMONPR,PK-APMONPR,AppDynamics Peak Edition - APM Any Language - On- ,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-CLDLK-SUPT-B,SVS-CLDLK-SUPT-B,Cloudlock Support- Basic,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-DEV-11X,A-FLEX-P-DEV-11X,Premise Device Registration (TP Room) v11 License ,Broker,3,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-CTIR,E2F-SEC-CTIR,Cisco EA 2.0 Choice - Security - CTIR Suite,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ADV-T2SWE,E3-CX-ADV-T2SWE,SVCS Portfolio T2 Secure EP ADV SWSS Enhnced SW Su,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WEBEX-GO-ENT,A-WEBEX-GO-ENT,Webex Go Entitlement,Broker,3,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Discount - Cisco,Discount - Cisco,Enterprise Networking Discount,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-XDR-E,E3-SEC-XDR-E,Cisco EA 3.0 XDR Essentials/Requested Start Date :,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-12.5-LIC,A-FLEX-12.5-LIC,Version 12x license add-on entitlement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-MDS-T1S4P,E3-CX-MDS-T1S4P,SVCS Portfolio T1 24x7x4 OS MDS Support,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNA-SW-2.3.3,DNA-SW-2.3.3,Cisco DNA Center SW 2.3.3,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NQM-O,A-FLEX-NQM-O,Quality Management Named Agent Overage,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TE-SERVICES,TE-SERVICES,ThousandEyes Subscription Services,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ST-T14OS,E3-CX-ST-T14OS,SVCS Portfolio Success Track L1 24x7x4 OS Switchin,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WRK-EC-ENT,A-WRK-EC-ENT,Included  VoIP -1,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-SNT-1632FC,CON-SNT-1632FC,"SNTC-8X5XNBD MDS 32G FC Expansion module, w/ 16 ac",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-DCN-T1NP,E3-CX-DCN-T1NP,SVCS Portfolio T1 24x7x4 Data Center Network Suppo,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EA2-ISE3-SUP-B,SVS-EA2-ISE3-SUP-B,Cisco EA 2.0 Choice - ISE 3.0 - Basic SW Support,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-CDO,E3-SEC-CDO,Security EA 3.0 Cisco Defense Orchestrator,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WRK-WBXCOM-ENT,A-WRK-WBXCOM-ENT,Flex Public Sector / Initial Term 12 months / Auto,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-TE-SERVICES,E3-TE-SERVICES,ThousandEyes Subscription Services - Requested Sta,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-ISE-TACACS-ND=,L-ISE-TACACS-ND=,Cisco ISE Device Admin Node License,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SW-14-XU-K9,A-FLEX-SW-14-XU-K9,On-Premises SW Bundle v14 -1,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX84-ENT,E3N-MX84-ENT,Meraki MX84 ENT Enterprise Agreement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-MSG?IO,A-SPK-NU-MSG?IO,Basic Messaging,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-DUO-MFA,E3-SEC-DUO-MFA,Security EA 3.0 Cisco Secure Access by Duo MFA,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-DNA-TIER-1Y,L-DNA-TIER-1Y,Cisco DNA 1Y Subscription License for Routing and ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-DCN-T1S4P,E3-CX-DCN-T1S4P,SVCS Portfolio T1 24x7x4 OS Data Center Network Su,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS250-24,E3N-MS250-24,Meraki MS250-24 Enterprise Agreement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-ISE-SVS1,E3-ISE-SVS1,Cisco Services Portfolio: Identity Services Engine,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MG41-ENT,E3N-MG41-ENT,Meraki MG41 ENT Enterprise Agreement,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-DUOA-T2SC1,E3-CX-DUOA-T2SC1,SVCS Portfolio T2 Duo Adv SW Enhanced Service,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-PP-MED,A-ASSIST-PP-MED,Premium Plus Assist for Medium Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-B-N9K-ADV-XF2,SVS-B-N9K-ADV-XF2,"EMBEDDED SOLN SUPPORT SWSS FOR ACI NEXUS 9K, Initi",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-PP-LG,A-ASSIST-PP-LG,Premium Plus Assist for Large Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DSVS-DUO-SUP-B,DSVS-DUO-SUP-B,Cisco DUO Subscription,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C9300S1-G-A,E2N-C9300S1-G-A,"C9300 DNA Advantage, 24-port Fiber, New Purchase",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-DCN-T1NT,E3-CX-DCN-T1NT,SVCS Portfolio T1 8x5xNBD Data Center Network Supp,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Discount - AppDynamics,Discount - AppDynamics,1-Time Special Discount,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MS220-8P-3YR,LIC-MS220-8P-3YR,"Meraki MS220-8P Enterprise License and Support, 3 ",Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-XDRE-T2SC1,E3-CX-XDRE-T2SC1,SVCS Portfolio T2 XDR Ess SW Enhanced Service,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C1E1TN9500M816-3Y,C1E1TN9500M816-3Y,"DCN Essentials Term N9500 M8/M16, 3Y/Requested Sta",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-ES-ADV-SVS2,E3-ES-ADV-SVS2,Cisco Services Portfolio: Secure Email Advantage T,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-M1?IO,A-SPK-NU-M1?IO,Business messaging,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-MDS-T1NP,E3-CX-MDS-T1NP,SVCS Portfolio T1 24x7x4 MDS Support,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-CXEN-XA-EN,CON-CXEN-XA-EN,HTOM - 6 months / 11-1-2022 to 4-30-2023 - SKU & C,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX67C-SEC,E3N-MX67C-SEC,Meraki MX67C SEC Enterprise Agreement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-FPR4110T-T,E2SF-F-FPR4110T-T,Sec EA 2.0 Choice FPR4110 Threat Defense Threat,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-ES-ESS-SVS2,E3-ES-ESS-SVS2,Cisco Services Portfolio: Secure Email Essentials ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MX-M-E,LIC-MX-M-E,Meraki MX Medium Essentials Subscription LIC and S,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N9300-XF2-E,E3N-N9300-XF2-E,DCN FIXED 10G XF2 Essentials,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-DUO-EAD-FS,E2F-SEC-DUO-EAD-FS,Cisco EA 2.0 Choice-Duo Advantage Education Facult,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SL-CSR-500M-NA-A,SL-CSR-500M-NA-A,Cisco CSR1Kv 500M Network Stack Advantage Lic,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-SIG-EDU,E2F-SEC-SIG-EDU,Cisco EA Choice - Security Suites - SIG Education,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-NW,E3-N-NW,Networking Suite Requested Start Date : 09-Jul-202,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
